date,recipient,amount,lobbyist,employer
09/26/2014,Zalewski,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
11/11/2014,Moreno,$500.00,Thomas Murphy,"Thomas J. Murphy, P.C."
02/18/2015,Zalewski,$250.00,Gery Chico,"Chico & Nunes, P.C."
03/12/2015,Burke,$1500.00,Jeffrey Glass,"Capitol Consulting Group Illinois, LLC"
01/20/2015,Ervin,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/27/2015,Moore,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Cappleman,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/20/2015,Burns,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/27/2015,Moore,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Solis,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Mitts,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Harris,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Burns,$1000.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,Burnett,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/28/2014,NA,$800.00,Jerome Schain,"Schain, Banks, Kenny & Schwartz, Ltd."
09/26/2014,NA,$100.00,Mark Lenz,Fisher Cohen Waldman Shapiro LLP
02/09/2015,Ervin,$100.00,Kate Tragesser,Krieg DeVault LLP
06/03/2014,Moreno,$300.00,Paul Rosenfeld,"Government Navigation Group, Inc"
06/01/2014,Burns,$500.00,David Doig,Chicago Neighborhood Initiatives
06/24/2014,NA,$150.00,Jorge Perez,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA )
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/03/2014,Moore,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
08/05/2014,Zalewski,$500.00,John Dunn,McGuireWoods Consulting
06/04/2014,Burns,$1000.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Osterman,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/29/2014,Hopkins,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
09/15/2014,NA,$500.00,Michael Ezgur,Michael Ezgur
09/01/2014,Graham,$500.00,Thomas Murphy,"Thomas J. Murphy, P.C."
02/10/2014,Laurino,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
10/23/2014,Laurino,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/17/2014,Villegas,$250.00,Beth Doria,Beth Doria
07/25/2014,Mendoza,$100.00,Graham Grady,Taft Stettinius & Hollister LLP
02/24/2014,Mitts,$500.00,Graham Grady,Taft Stettinius & Hollister LLP
06/06/2014,Moreno,$250.00,Sam Toia,Illinois Restaurant Association
06/02/2014,Suarez,$500.00,Gery Chico,"Chico & Nunes, PC"
10/23/2014,Laurino,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/10/2014,Solis,$500.00,Michael Ezgur,Michael Ezgur
09/24/2014,Hopkins,$500.00,William Griffin,William Griffin
09/22/2014,Mell,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/06/2014,Fioretti,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
04/14/2014,Austin,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
09/30/2014,O'Shea,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
09/26/2014,Zalewski,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/30/2015,Cappleman,$250.00,Paul Rosenfeld,"Government Navigation Group, Inc"
03/27/2015,Lopez,$1000.00,Paul Rosenfeld,"Government Navigation Group, Inc"
03/14/2014,Laurino,$250.00,John Dunn,McGuireWoods Consulting
01/17/2014,Burke,$500.00,John Dunn,McGuireWoods Consulting
03/12/2014,Harris,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Solis,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,Cappleman,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Pawar,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,Cappleman,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,O'Connor,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,Laurino,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Harris,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/17/2014,Hairston,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/22/2014,Mell,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/21/2014,NA,$250.00,Michael Laube,Laube Consulting Group LLC
02/05/2015,NA,$750.00,John Doerrer,John Doerrer
01/27/2015,NA,$1500.00,John Doerrer,John Doerrer
03/31/2015,Pope,$500.00,Arnold Harris,Arnold Scott Harris PC
03/31/2015,Brookins,$500.00,Arnold Harris,Arnold Scott Harris PC
03/31/2015,Hopkins,$500.00,Arnold Harris,Arnold Scott Harris PC
05/12/2012,O'Connor,$100.00,Terrance Diamond,"Neal & Leroy, LLC"
03/14/2012,Reilly,$1000.00,Robert Gamrath,Quarles & Brady LLP
03/28/2012,Thompson,$1250.00,Thomas Livingston,CSX Corporation
04/07/2012,O'Connor,$100.00,Michael Lufrano,"Chicago Cubs Baseball Club, LLC"
06/10/2012,NA,$500.00,William Griffin,"Hill & Knowlton, Inc"
06/05/2012,NA,$125.00,Stewart Mills,"Avgeris and Associates, Inc"
03/19/2012,Munoz,$450.00,Lawrence Suffredin,Lawrence Suffredin
02/23/2012,NA,$1000.00,Yafawn Smith,Comcast
05/01/2012,Burns,$250.00,Mary Richardson-Lowry,Mayer Brown LLP
06/05/2012,Tunney,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/05/2012,Munoz,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/05/2012,O'Connor,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/20/2012,Reilly,$100.00,Jeff Riley,Riley Public Affairs
02/21/2012,Cappleman,$500.00,Judith Roettig,Chicagoland Apartment Association
04/12/2012,O'Connor,$100.00,Joseph Pilewski,Duff and Phelps LLC
05/09/2012,Hairston,$150.00,Joseph Gattuso,Shefsky & Froelich Ltd.
04/06/2012,NA,$1500.00,John Dunn,McGuire Woods Consulting LLC
05/12/2012,O'Connor,$100.00,Terrance Diamond,"Neal & Leroy, LLC"
06/27/2012,Moreno,$500.00,Joseph Gattuso,Shefsky & Froelich Ltd.
06/21/2012,Moreno,$500.00,"John Kelly, Jr.","ALL-CIRCO, Inc."
04/04/2012,Cardenas,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/14/2012,Ervin,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
01/17/2012,O'Connor,$250.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
06/14/2012,NA,$100.00,Deborah Faktor,Polsky & Associates Ltd.
02/24/2012,O'Shea,$1000.00,Thomas Livingston,CSX Corporation
08/08/2012,NA,$100.00,Steven Friedland,"Applegate & Thorne-Thomsen, PC"
05/30/2012,Burns,$150.00,Michael Lufrano,"Chicago Cubs Baseball Club, LLC"
08/15/2012,Beale,$1500.00,Michael Sutton,Infrastructure Engineering Inc
08/14/2012,Burnett,$150.00,Graham Grady,Shefsky & Froelich Ltd.
08/06/2012,Arena,$150.00,Joseph Gattuso,Shefsky & Froelich Ltd.
08/17/2012,Suarez,$125.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
08/17/2012,Maldonado,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
08/10/2012,Burnett,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
10/19/2012,NA,$50.00,Brendan Shiller,Lakeview Strategy Group
06/28/2012,Cullerton,$250.00,William Smith,Cornerstone Government Affairs
10/05/2012,NA,$250.00,Marina Faz-Huppert,Local 881 United Food & Commercial Workers
08/14/2012,Burnett,$150.00,Graham Grady,Shefsky & Froelich Ltd.
07/17/2012,Austin,$500.00,Betsy Sales,"Serafin & Associates, Inc."
01/27/2012,Silverstein,$500.00,Thomas Murphy,"Thomas J. Murphy, P.C."
09/19/2012,NA,$500.00,Jeanette Sublett,"Neal & Leroy, LLC"
12/31/2012,NA,$0.00,Thomas Chapman,"Raymond James & Assoc., Inc."
12/04/2012,Burke,$150.00,Graham Grady,Shefsky & Froelich Ltd.
12/10/2012,Silverstein,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
11/01/2012,Burke,$1000.00,Douglas McFarlan,"Midwest Generation EME, LLC"
02/07/2012,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
09/13/2012,Burnett,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
09/13/2012,Cappleman,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
12/04/2012,Burke,$500.00,Thomas Livingston,CSX Corporation
05/12/2012,O'Connor,$100.00,Terrance Diamond,"Neal & Leroy, LLC"
02/21/2012,Burnett,$750.00,Jeanette Sublett,"Neal & Leroy, LLC"
11/02/2012,Burke,$200.00,Deborah Faktor,Polsky & Associates Ltd.
10/24/2012,Burke,$500.00,Charles Bernardini,Ungaretti & Harris LLP
06/05/2012,Munoz,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/05/2012,Burns,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
01/21/2013,NA,$0.00,Steven Ginsberg,Ginsberg Jacobs LLC
08/21/2012,Burnett,$450.00,Stephen Friedman,S.B. Friedman & Co.
07/27/2012,O'Connor,$300.00,Stephen Friedman,S.B. Friedman & Co.
10/25/2012,Suarez,$500.00,Terry Gabinski,Terry Gabinski
10/23/2012,NA,$500.00,Terry Gabinski,Terry Gabinski
02/08/2013,NA,$250.00,William Filan,William Filan Ltd
11/02/2012,Austin,$1000.00,Yafawn Smith,Comcast
10/05/2012,Burke,$1500.00,Stephen Friedman,S.B. Friedman & Co.
07/27/2012,O'Connor,$300.00,Stephen Friedman,S.B. Friedman & Co.
11/01/2012,Burke,$0.00,Charles Parnell,"Midwest Generation EME, LLC"
03/29/2013,NA,$0.00,Gary Engle,Espar Heater Systems
02/15/2013,Beale,$250.00,Donald Robinson,Donald Robinson
01/16/2013,Cardenas,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/04/2013,Reilly,$100.00,Thomas Wolf,Illinois Chamber of Commerce
02/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
02/14/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
02/21/2013,Ervin,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/01/2013,Foulkes,$1000.00,Thomas Livingston,CSX Corporation
04/16/2013,NA,$0.00,Steven Ginsberg,Ginsberg Jacobs LLC
04/01/2013,NA,$0.00,Bernard Parisot,J C Decaux NA
02/09/2012,NA,$150.00,Richard Ingram,"AMI Group, LLC"
06/10/2013,Cardenas,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
04/26/2013,Burns,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/21/2013,Reilly,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/27/2013,NA,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
05/06/2013,Burns,$300.00,John Doerrer,Kaizen Inc
06/04/2013,Burns,$150.00,Danielle Cassel,Vedder Price PC
06/21/2013,NA,$125.00,Graham Grady,Shefsky & Froelich Ltd.
03/27/2013,NA,$500.00,Judith Roettig,Chicagoland Apartment Association
04/29/2013,NA,$0.00,Eric Locke,Astronics DME Corporation
01/16/2013,Cardenas,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/25/2013,Solis,$150.00,Danielle Cassel,Vedder Price PC
03/25/2013,Solis,$150.00,Danielle Cassel,Vedder Price PC
02/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
02/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
04/01/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
06/07/2013,Burnett,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Smith,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Moore,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Ervin,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Mell,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/14/2013,Munoz,$250.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
04/01/2013,NA,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
03/21/2013,Moreno,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
02/25/2013,Moore,$250.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
06/06/2013,Zalewski,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/09/2013,Burns,$1000.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/06/2013,Zalewski,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/16/2013,Cardenas,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/07/2013,Ervin,$139.00,Kate Tragesser,"Krieg DeVault, LLP"
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
02/14/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
06/07/2013,Burnett,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/16/2013,Cardenas,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/01/2013,Hairston,$250.00,Graham Grady,Shefsky & Froelich Ltd.
05/08/2013,Hairston,$1000.00,Yafawn Smith,Comcast
05/14/2013,Munoz,$250.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
03/31/2016,NA,$0.00,Jeff Rock,Duncan Parking Technologies
05/29/2013,Burns,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
05/29/2013,NA,$300.00,John George,"Schuyler, Roche & Crisham PC"
09/24/2013,NA,$200.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/21/2013,Ervin,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/09/2013,Burns,$1000.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,O'Connor,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Mell,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Reilly,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Moreno,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Moreno,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2013,Munoz,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/13/2013,Cardenas,$150.00,William Filan,William Filan Ltd
02/14/2013,NA,$200.00,William Filan,William Filan Ltd
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
06/07/2013,NA,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/06/2013,Zalewski,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/03/2013,NA,$500.00,Jerry Mickelson,Jam Productions. Ltd.
09/19/2013,Austin,$1000.00,Judith Roettig,Chicagoland Apartment Association
09/30/2013,NA,$0.00,Morgan Bassey,Harvestons Securities Inc
06/04/2013,Burns,$150.00,Danielle Cassel,Vedder Price PC
09/17/2013,Moore,$250.00,Gery Chico,"Chico & Nunes, PC"
07/25/2013,Thompson,$650.00,Yafawn Smith,Comcast
04/12/2013,O'Connor,$100.00,Joseph Pilewski,Joseph Pilewski
04/01/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
06/07/2013,O'Connor,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/06/2013,Zalewski,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Reilly,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/22/2013,Arena,$250.00,Marcus Nunes,"Chico & Nunes, PC"
05/07/2013,Graham,$500.00,Michael Paulos,Comcast
02/14/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
06/04/2013,Cappleman,$250.00,Graham Grady,Shefsky & Froelich Ltd.
06/21/2013,NA,$125.00,Graham Grady,Shefsky & Froelich Ltd.
11/14/2013,Fioretti,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/26/2013,NA,$250.00,Bridget O'Keefe,"Daspin & Aument, LLP"
10/04/2013,O'Shea,$500.00,Yafawn Smith,Comcast
12/12/2013,Cochran,$1000.00,Yafawn Smith,Comcast
11/14/2013,Holmes,$250.00,Michael Sutton,"Infrastructure Engineering, Inc."
02/25/2013,Beale,$25.00,Danielle Cassel,Vedder Price PC
12/27/2013,Austin,$250.00,John Corrigan,"John C. Corrigan & Associates, LLC"
04/11/2013,Sawyer,$150.00,Danielle Cassel,Vedder Price PC
10/24/2013,NA,$500.00,Gery Chico,"Chico & Nunes, PC"
10/10/2013,Austin,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
11/18/2013,Thompson,$250.00,James Houlihan,"ALL-CIRCO, Inc."
12/05/2013,Fioretti,$500.00,James Houlihan,"ALL-CIRCO, Inc."
02/06/2013,Hairston,$150.00,Graham Grady,Shefsky & Froelich Ltd.
05/01/2013,Hairston,$250.00,Graham Grady,Shefsky & Froelich Ltd.
05/01/2013,Burnett,$150.00,Bridget O'Keefe,"Daspin & Aument, LLP"
11/06/2013,NA,$500.00,William Griffin,William Griffin
01/01/2014,NA,$0.00,Steven Ginsberg,Ginsberg Jacobs LLC
12/12/2013,Burke,$1500.00,Terry Teele,"Rory Group, LLC."
05/27/2013,NA,$250.00,John George,"Schuyler, Roche & Crisham PC"
11/01/2013,Cappleman,$1500.00,Lisa Ouzounion,Comcast
10/01/2013,Reboyras,$1500.00,Lisa Ouzounion,Comcast
09/01/2013,Maldonado,$1500.00,Lisa Ouzounion,Comcast
11/01/2013,Mell,$1500.00,Lisa Ouzounion,Comcast
04/16/2013,NA,$0.00,Steven Ginsberg,Ginsberg Jacobs LLC
10/14/2013,NA,$250.00,Jorge Perez,Hispanic American Construction Industry Assoc. (HACIA)
12/13/2013,Silverstein,$150.00,Thomas Murphy,"Thomas J. Murphy, P.C."
11/18/2013,Pope,$500.00,Thomas Murphy,"Thomas J. Murphy, P.C."
11/14/2013,NA,$150.00,Catherine O'Malley,K.O. Strategies
05/10/2013,Graham,$250.00,John Dunn,McGuireWoods Consulting
02/13/2014,Burnett,$500.00,Jerry Mickelson,"Jam Productions, Ltd"
02/24/2014,Mitts,$500.00,Graham Grady,Taft Stettinius & Hollister LLP
03/12/2014,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/07/2014,Mitts,$1500.00,Jason Lunderman,Comcast
03/14/2014,Osterman,$100.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
03/03/2014,Cardenas,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/24/2014,Harris,$250.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/24/2014,Cullerton,$125.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
01/15/2014,Burke,$500.00,John Corrigan,"John C. Corrigan & Associates, LLC"
02/12/2014,NA,$125.00,Kate Tragesser,"Krieg DeVault, LLP"
02/27/2014,Burnett,$150.00,Kate Tragesser,"Krieg DeVault, LLP"
02/10/2014,Laurino,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/06/2014,Hairston,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
03/27/2014,Cardenas,$250.00,Jorge Perez,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA )
03/11/2014,Hairston,$400.00,Paul Williams,Paul Williams
03/12/2014,Harris,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/06/2014,Fioretti,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
01/24/2014,O'Connor,$100.00,John George,"Schuyler, Roche & Crisham, P.C."
02/10/2014,Laurino,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
04/28/2014,NA,$300.00,John Doerrer,Kaizen Inc
03/12/2014,Solis,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,O'Connor,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/30/2014,Mendoza,$100.00,Daniel Shomon,DAN SHOMON INC.
06/13/2014,Dowell,$100.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
06/13/2014,Reilly,$1500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
03/12/2014,Solis,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/23/2014,Reilly,$250.00,Thomas Wolf,Illinois Chamber of Commerce
06/10/2014,Fioretti,$150.00,Dean Maragos,"Maragos & Maragos, Ltd"
07/11/2014,NA,$0.00,John Suzuki,"Collateral Trustee, Inc"
01/13/2015,Smith,$100.00,Bridget O'Keefe,Daspin & Aument
01/01/2015,Lane,$1000.00,Thomas Livingston,CSX Corporation
01/14/2015,Beale,$1000.00,James Troutman,Troutman & Dams LLC
04/16/2014,O'Connor,$200.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/05/2015,Arena,$500.00,Michael Abramson,Michael Abramson
01/29/2015,Austin,$1500.00,Terry Teele,"Urban Strategies, Inc."
01/28/2015,Laurino,$1500.00,Terry Teele,"Rory Group, LLC."
01/23/2015,Scott,$500.00,Gery Chico,"Chico & Nunes, P.C."
01/09/2015,NA,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
01/21/2015,Mitts,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
08/27/2014,Burnett,$500.00,Gery Chico,"Chico & Nunes, PC"
06/02/2014,Suarez,$500.00,Gery Chico,"Chico & Nunes, PC"
03/12/2014,NA,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,O'Connor,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Osterman,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/06/2014,Hairston,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
04/24/2014,Zalewski,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
12/15/2014,Cappleman,$500.00,Mary Minaghan dba MKM Services,MKM Services
11/17/2014,Ervin,$250.00,Mary Minaghan dba MKM Services,MKM Services
01/16/2015,Burns,$150.00,Thomas Murphy,"Thomas J. Murphy, P.C."
01/29/2015,Lopez,$250.00,Thomas Murphy,"Thomas J. Murphy, P.C."
08/19/2014,Fioretti,$150.00,Daniel Finkel,"Gold Coast Tickets, Ltd."
01/22/2015,Burns,$75.00,Danielle Cassel,Vedder Price PC
02/18/2014,Cullerton,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
04/29/2014,Hopkins,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/13/2014,Cappleman,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Cullerton,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/21/2014,NA,$250.00,Kate Tragesser,Krieg DeVault LLP
09/25/2014,Sposato,$150.00,Jeff Riley,Riley Public Affairs
10/21/2014,NA,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
10/21/2014,NA,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
03/12/2014,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Burns,$1000.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Osterman,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
11/17/2014,NA,$250.00,John Doerrer,Kaizen Inc
12/08/2014,NA,$1000.00,John Doerrer,Kaizen Inc
03/25/2015,NA,$250.00,James Watson,Illinois Petroleum Council
