CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
9581,01/01/2015,03/31/2015,01/02/2015,Citizens for Pat Dowell,$300.00,22546,Elvin,Charity,05/04/2015
9802,01/01/2015,03/31/2015,03/27/2015,Friend of Patrick Thompson,$1000.00,25302,Gery,Chico,06/09/2015
9801,01/01/2015,03/31/2015,01/22/2015,Citizens for Alderman Ricardo Munoz,$500.00,25302,Gery,Chico,06/09/2015
9800,01/01/2015,03/31/2015,02/11/2015,Citizens for Danny Solis,$500.00,25302,Gery,Chico,06/09/2015
9722,01/01/2015,03/31/2015,01/21/2015,Friends of Michele Harris,$250.00,25141,Graham,Grady,06/03/2015
7708,07/01/2014,09/30/2014,07/02/2014,John Pope,$500.00,21501,Gery,Chico,10/24/2014
7382,04/01/2014,06/30/2014,04/14/2014,Alderman Carrie Austin,$100.00,21301,Sylvia,Michas,10/16/2014
7703,04/01/2014,06/30/2014,06/30/2014,Burnham Committee,$1500.00,21501,Gery,Chico,10/24/2014
7834,01/01/2014,03/31/2014,03/12/2014,Alderman Danny Solis,$500.00,21641,MICHAEL,KASPER,10/30/2014
7833,01/01/2014,03/31/2014,03/12/2014,Alderman Michelle A. Harris,$500.00,21641,MICHAEL,KASPER,10/30/2014
7857,01/01/2014,03/31/2014,03/12/2014,Alderman Michelle A. Harris,$500.00,21643,David,Dring,10/30/2014
7864,04/01/2014,06/30/2014,06/04/2014,Alderman Will Burns,$1000.00,21643,David,Dring,10/30/2014
7866,07/01/2014,09/30/2014,07/16/2014,Alderman Tom Tonney,$500.00,21643,David,Dring,10/30/2014
7123,07/01/2014,09/30/2014,09/04/2014,Alderman Mary O'Connor,$150.00,17523,Joseph,Pilewski,09/30/2014
8602,01/01/2015,03/31/2015,02/13/2015,Citizens for Deborah Graham,$250.00,23981,Paul,Williams,04/03/2015
8302,10/01/2014,12/31/2014,12/08/2014,Friends of Margaret Laurino,$250.00,20261,Mary,Minaghan dba MKM Services,01/18/2015
9392,01/01/2015,03/31/2015,01/30/2015,Citizens for Joe Moreno,$500.00,22844,Thomas,Murphy,04/23/2015
9384,01/01/2015,03/31/2015,02/06/2015,Citizens for Joe Moreno,$500.00,22844,Thomas,Murphy,04/23/2015
7205,07/01/2014,09/30/2014,09/15/2014,Citizens for Deborah L. Graham,$250.00,16645,Jerry,Mickelson,10/07/2014
7204,07/01/2014,09/30/2014,08/12/2014,Neighbors for Harry Osterman,$300.00,16645,Jerry,Mickelson,10/07/2014
7669,07/01/2014,09/30/2014,08/14/2014,Ald. Debra Silverman,$250.00,21485,John,George,10/23/2014
7682,04/01/2014,06/30/2014,06/03/2014,Citizens for Joe Moore,$500.00,21485,John,George,10/23/2014
9181,01/01/2015,03/31/2015,01/14/2015,Friends of Rey Colon,$500.00,22788,Rolando,Acosta,04/20/2015
7010,04/01/2014,06/30/2014,04/16/2014,Alderman Mary O'Connor,$200.00,20683,David,Dring,09/09/2014
7166,04/01/2014,06/30/2014,06/30/2014,Burnham Committee,$1500.00,21061,Gery,Chico,10/03/2014
6773,01/01/2014,03/31/2014,03/06/2014,Ald. Leslie Hairston,$250.00,20183,John,George,07/22/2014
6768,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,20183,John,George,07/22/2014
8481,01/01/2015,03/31/2015,02/12/2015,Alderman Beale,$1000.00,22925,Eric,Dams,03/31/2015
8763,01/01/2015,03/31/2015,02/12/2015,Friends of Patrick D Thompson,$50.00,22448,Beniamino,Capellupo,04/10/2015
6850,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,20246,COURTNEY,NOTTAGE,07/24/2014
8104,10/01/2014,12/31/2014,09/18/2014,Citizens for Deborah Graham,$250.00,18894,Paul,Williams,01/05/2015
8117,10/01/2014,12/31/2014,10/07/2014,8TH WARD REGULAR DEM ORG,$500.00,19861,John,Doerrer,01/06/2015
8114,10/01/2014,12/31/2014,12/08/2014,KURT SUMMERS FOR TREASURER,$1000.00,19861,John,Doerrer,01/06/2015
8666,01/01/2015,03/31/2015,03/18/2015,Citizens to Elect Emma Mitts,$200.00,22495,James,Watson,04/07/2015
8663,01/01/2015,03/31/2015,02/17/2015,Citizens for Joe Moore,$500.00,22495,James,Watson,04/07/2015
7221,07/01/2014,09/30/2014,08/12/2014,Alderman Proco Joe Moreno (In-Kind Contribution),$1210.70,20683,David,Dring,10/08/2014
8112,10/01/2014,12/31/2014,10/17/2014,Citizens for Anthony Beale,$250.00,22376,Paul,Williams,01/06/2015
8107,04/01/2014,06/30/2014,06/19/2014,Friends of Roderick Sawyer,$250.00,22376,Paul,Williams,01/06/2015
8186,04/01/2014,06/30/2014,04/14/2014,Citizens for Carrie Austin,$500.00,22486,John,George,01/12/2015
8184,04/01/2014,06/30/2014,06/09/2014,19th Ward Democratic Organization,$250.00,22486,John,George,01/12/2015
8190,07/01/2014,09/30/2014,09/30/2014,Friends of Matt O'Shea,$250.00,22486,John,George,01/12/2015
6816,07/01/2013,09/30/2013,09/10/2013,Citizens for Reilly (Alderman Brendan Reilly),$250.00,20205,Donna,Pugh,07/23/2014
8271,10/01/2014,12/31/2014,12/01/2014,Alderman JoAnn Thompson,$500.00,17471,David,Doig,01/15/2015
7442,07/01/2014,09/30/2014,09/12/2014,Mary O'Connor,$125.00,17784,Daniel,Shomon,10/17/2014
8130,10/01/2014,12/31/2014,01/06/2015,N/A,$0.00,16553,Morgan,Bassey,01/06/2015
8441,10/01/2014,12/31/2014,09/30/2014,Friends of Gilbert Villegas,$480.25,17038,Jorge,Perez,01/29/2015
6806,01/01/2014,03/31/2014,01/23/2014,Friends of Ald. Reilly,$1000.00,20201,John,George,07/23/2014
6857,04/01/2014,06/30/2014,06/04/2014,Alderman Will Burns,$1000.00,20247,David,Dring,07/24/2014
6855,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,20247,David,Dring,07/24/2014
6854,04/01/2014,06/30/2014,04/16/2014,Alderman Mary O'Connor,$200.00,20247,David,Dring,07/24/2014
8232,10/01/2014,12/31/2014,10/23/2014,Alderman Edward M. Burke,$1500.00,21642,COURTNEY,NOTTAGE,01/12/2015
8350,10/01/2014,12/31/2014,10/09/2014,Alderman Will Burns,$50.00,21961,Danielle,Cassel,01/20/2015
9042,01/01/2015,03/31/2015,03/26/2015,Preckwinkle for President,$750.00,22387,Dennis,O'Sullivan,04/17/2015
9034,01/01/2015,03/31/2015,03/10/2015,Silvestri for County Commissioner,$250.00,22387,Dennis,O'Sullivan,04/17/2015
9032,01/01/2015,03/31/2015,03/25/2015,Friends of M. Frank Avila,$150.00,22387,Dennis,O'Sullivan,04/17/2015
9249,01/01/2015,03/31/2015,02/10/2015,Citizens to Elect Deborah Graham,$300.00,23002,Brendan,Shiller,04/20/2015
9248,01/01/2015,03/31/2015,02/10/2015,Alderman Scott Wahuespack,$100.00,23002,Brendan,Shiller,04/20/2015
8887,01/01/2015,03/31/2015,02/12/2015,Alderman James Cappleman,$250.00,23621,MICHAEL,KASPER,04/14/2015
6882,04/01/2014,06/30/2014,05/08/2014,Citizens for Carrie Austin,$1000.00,20261,Mary,Minaghan dba MKM Services,07/25/2014
8196,01/01/2014,03/31/2014,03/31/2014,Ald. Solis,$1000.00,22487,John,George,01/12/2015
8210,04/01/2014,06/30/2014,04/24/2014,Friends of Mike Zalewski,$500.00,22487,John,George,01/12/2015
8215,07/01/2014,09/30/2014,09/30/2014,Friends of Dick Durbin,$500.00,22487,John,George,01/12/2015
8212,07/01/2014,09/30/2014,09/30/2014,Friends of Matt O'Shea,$250.00,22487,John,George,01/12/2015
8895,01/01/2015,03/31/2015,02/12/2015,Citizens for Tunney,$392.16,24181,Jerome,Schain,04/14/2015
9194,01/01/2015,03/31/2015,03/19/2015,Citizens to Re-elect John Pope,$250.00,24361,John,George,04/20/2015
9192,01/01/2015,03/31/2015,03/13/2015,Hopkins for Chicago,$250.00,24361,John,George,04/20/2015
9186,01/01/2015,03/31/2015,01/30/2015,Citizens to Elect Emma Mitts,$250.00,24361,John,George,04/20/2015
9184,01/01/2015,03/31/2015,01/30/2015,Citizens to Elect Deborah Graham,$250.00,24361,John,George,04/20/2015
8925,01/01/2015,03/31/2015,02/17/2015,Citizens for Bass,$75.00,22330,Donovan,Pepper,04/16/2015
9096,01/01/2015,03/31/2015,02/11/2015,Friends of Raul Reyes,$200.00,23361,Kate,Tragesser,04/17/2015
9093,01/01/2015,03/31/2015,02/09/2015,Jason C. Ervin,$100.00,23361,Kate,Tragesser,04/17/2015
9183,01/01/2015,03/31/2015,02/13/2015,Emma Mitts,$150.00,22912,Lewis,Powell,04/20/2015
9200,01/01/2015,03/31/2015,03/03/2015,Citizens for Jason Ervin,$500.00,22775,Michael,Ezgur,04/20/2015
9218,01/01/2015,03/31/2015,03/30/2015,Friends for Mary O'Connor,$250.00,22809,Mark,Fary,04/20/2015
9206,01/01/2015,03/31/2015,03/19/2015,Preckwingle for President,$500.00,24425,John,George,04/20/2015
9318,01/01/2015,03/31/2015,01/15/2015,Ald. Matt O'Shea,$250.00,22787,John,Dunn,04/20/2015
9315,01/01/2015,03/31/2015,01/15/2015,Ald. Pat Dowell,$250.00,22787,John,Dunn,04/20/2015
9312,01/01/2015,03/31/2015,01/26/2015,Ald. Natashia Holmes,$250.00,22787,John,Dunn,04/20/2015
9311,01/01/2015,03/31/2015,01/26/2015,Ald. Jason Ervin,$250.00,22787,John,Dunn,04/20/2015
9256,01/01/2015,03/31/2015,01/28/2015,Friends of Cornell Wilson,$150.00,22836,Jason,Lunderman,04/20/2015
9664,01/01/2015,03/31/2015,01/29/2015,Friends of JoAnn Thompson,$500.00,24743,Michael,Sutton,05/08/2015
8388,07/01/2014,09/30/2014,09/26/2014,Friends of Ald. Zalewski,$500.00,22982,John,George,01/26/2015
8628,01/01/2015,03/31/2015,02/12/2015,Alderman Margaret Laurino,$500.00,23622,COURTNEY,NOTTAGE,04/06/2015
8625,01/01/2015,03/31/2015,01/27/2015,Alderman Joe Moore,$250.00,23622,COURTNEY,NOTTAGE,04/06/2015
6667,04/01/2014,06/30/2014,06/03/2014,Alderman Joe Moreno,$50.00,16789,Jeff,Riley,07/18/2014
9425,01/01/2015,03/31/2015,01/14/2015,Friends of Walter Burnett,$250.00,24543,Bridget,O'Keefe,04/27/2015
9622,01/01/2015,03/31/2015,03/24/2015,John Arena,$200.00,24681,Marcus,Nunes,05/07/2015
7561,04/01/2014,06/30/2014,05/07/2014,Citizens for Alderman Austin,$100.00,21462,Kate,Tragesser,10/22/2014
8353,10/01/2014,12/31/2014,12/11/2014,KB47,$500.00,16831,Michael,Sutton,01/20/2015
8351,10/01/2014,12/31/2014,10/09/2014,8th Ward Regular Democrataic Organization,$200.00,16831,Michael,Sutton,01/20/2015
7762,01/01/2014,03/31/2014,02/13/2014,Alderman Patrick J. O'Connor,$500.00,21562,COURTNEY,NOTTAGE,10/27/2014
7767,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,21562,COURTNEY,NOTTAGE,10/27/2014
8729,01/01/2015,03/31/2015,02/12/2015,Alderman Danny Solis,$500.00,23623,David,Dring,04/09/2015
8726,01/01/2015,03/31/2015,01/27/2015,Alderman Patrick J. O'Connor,$1000.00,23623,David,Dring,04/09/2015
8725,01/01/2015,03/31/2015,01/27/2015,Alderman Joe Moore,$250.00,23623,David,Dring,04/09/2015
8722,01/01/2015,03/31/2015,01/20/2015,Alderman Deborah Graham,$500.00,23623,David,Dring,04/09/2015
7234,07/01/2014,09/30/2014,08/28/2014,CITIZENS FOR BEALE,$500.00,19861,John,Doerrer,10/08/2014
7233,07/01/2014,09/30/2014,08/28/2014,CITIZENS FOR GRAHAM,$500.00,19861,John,Doerrer,10/08/2014
7228,07/01/2014,09/30/2014,07/11/2014,FRIENDS OF HARSTON,$250.00,19861,John,Doerrer,10/08/2014
6756,04/01/2014,06/30/2014,05/08/2014,Citizens for Carrie Austin,$1500.00,19281,YaFawn,Smith,07/21/2014
9255,01/01/2015,03/31/2015,02/17/2015,Candidate for Alderman Belinda Cadiz,$50.00,22785,Michael,Laube,04/20/2015
9252,01/01/2015,03/31/2015,02/17/2015,Alderman James Cappleman,$150.00,22785,Michael,Laube,04/20/2015
7568,07/01/2014,09/30/2014,09/26/2014,Friends of Ald. Zalewski,$500.00,21442,John,George,10/22/2014
8345,10/01/2014,12/31/2014,11/11/2014,Citizens for Alderman Joe Moreno,$500.00,21384,Thomas,Murphy,01/20/2015
9117,01/01/2015,03/31/2015,02/18/2015,Friends of Mike Zalewski,$250.00,24344,Gery,Chico,04/17/2015
9120,01/01/2015,03/31/2015,03/12/2015,Friends of Edward M. Burke,$1500.00,23083,Jeffrey,Glass,04/17/2015
9270,01/01/2015,03/31/2015,01/20/2015,Alderman Jason Ervin,$500.00,24442,MICHAEL,KASPER,04/20/2015
9269,01/01/2015,03/31/2015,01/27/2015,Alderman Joe Moore,$250.00,24442,MICHAEL,KASPER,04/20/2015
9266,01/01/2015,03/31/2015,02/12/2015,Alderman James Cappleman,$250.00,24442,MICHAEL,KASPER,04/20/2015
9282,01/01/2015,03/31/2015,01/20/2015,Alderman Will Burns,$500.00,24443,COURTNEY,NOTTAGE,04/20/2015
9280,01/01/2015,03/31/2015,01/27/2015,Alderman Joe Moore,$250.00,24443,COURTNEY,NOTTAGE,04/20/2015
9279,01/01/2015,03/31/2015,02/12/2015,Alderman Danny Solis,$500.00,24443,COURTNEY,NOTTAGE,04/20/2015
9277,01/01/2015,03/31/2015,02/12/2015,Alderman Emma Mitts,$300.00,24443,COURTNEY,NOTTAGE,04/20/2015
9275,01/01/2015,03/31/2015,02/12/2015,Alderman Michelle A. Harris,$500.00,24443,COURTNEY,NOTTAGE,04/20/2015
6656,04/01/2014,06/30/2014,06/04/2014,Alderman Will Burns,$1000.00,19704,David,Dring,07/17/2014
7271,07/01/2014,09/30/2014,09/05/2014,Alderman Walter Burnett,$500.00,20681,MICHAEL,KASPER,10/13/2014
7543,01/01/2014,03/31/2014,03/28/2014,25th Ward Regular Democratic Organization,$800.00,21444,Jerome,Schain,10/21/2014
8001,07/01/2014,09/30/2014,09/26/2014,Alderman James Caqppelman,$100.00,22221,Mark,Lenz,12/18/2014
9402,01/01/2015,03/31/2015,02/09/2015,Jason C. Ervin,$100.00,24521,Kate,Tragesser,04/24/2015
6673,04/01/2014,06/30/2014,06/03/2014,Joe Moreno,$300.00,18325,Paul,Rosenfeld,07/18/2014
6721,04/01/2014,06/30/2014,06/01/2014,Aldrman Will Burns,$500.00,17471,David,Doig,07/21/2014
6742,04/01/2014,06/30/2014,06/24/2014,Citizens for Fred Crespo,$150.00,17038,Jorge,Perez,07/21/2014
7585,04/01/2014,06/30/2014,06/14/2014,Citizens for Alderman Reilly,$1500.00,21481,John,George,10/23/2014
7583,04/01/2014,06/30/2014,06/03/2014,Citizens for Joe Moore,$500.00,21481,John,George,10/23/2014
7582,04/01/2014,06/30/2014,06/09/2014,19th Ward Democratic Organization,$250.00,21481,John,George,10/23/2014
7495,07/01/2014,09/30/2014,08/05/2014,Ald Michael Zalewski,$500.00,20064,John,Dunn,10/20/2014
6990,04/01/2014,06/30/2014,06/04/2014,Alderman Will Burns,$1000.00,20681,MICHAEL,KASPER,09/09/2014
6988,04/01/2014,06/30/2014,06/04/2014,Alderman Harry Osterman,$300.00,20681,MICHAEL,KASPER,09/09/2014
7416,04/01/2014,06/30/2014,04/29/2014,Hopkins for Chicago,$500.00,21325,John,George,10/17/2014
7572,07/01/2014,09/30/2014,09/15/2014,Neighbors For Rey Colon,$500.00,21464,Michael,Ezgur,10/22/2014
7539,07/01/2014,09/30/2014,09/01/2014,Citizens for Deborah Graham,$500.00,21384,Thomas,Murphy,10/21/2014
7528,01/01/2014,03/31/2014,02/10/2014,Friends of Margaret Laurino,$250.00,21442,John,George,10/21/2014
8152,10/01/2014,12/31/2014,10/23/2014,Alderman Margaret Laurino,$250.00,21643,David,Dring,01/12/2015
8144,10/01/2014,12/31/2014,09/17/2014,Villegas for 36 Ward,$250.00,22473,Beth,Doria,01/10/2015
8264,07/01/2014,09/30/2014,07/25/2014,Susan Mendoza,$100.00,22586,Graham,Grady,01/14/2015
8267,01/01/2014,03/31/2014,02/24/2014,New 37th Ward Democratic Organization (Alderman Emma Mitts),$500.00,22586,Graham,Grady,01/14/2015
6669,04/01/2014,06/30/2014,06/06/2014,Friends for Proco Joe Moreno,$250.00,17266,Sam,Toia,07/18/2014
7727,04/01/2014,06/30/2014,06/02/2014,Ray Suarez,$500.00,21541,Gery,Chico,10/24/2014
8250,10/01/2014,12/31/2014,10/23/2014,Alderman Margaret Laurino,$250.00,21641,MICHAEL,KASPER,01/13/2015
8313,07/01/2014,09/30/2014,09/10/2014,Citizens for Danny Solis,$500.00,22774,Michael,Ezgur,01/19/2015
8261,10/01/2014,12/31/2014,09/24/2014,Hopkins For Chicago,$500.00,18721,William,Griffin,01/14/2015
7304,07/01/2014,09/30/2014,09/22/2014,Alderman Deb Mell,$300.00,20682,COURTNEY,NOTTAGE,10/14/2014
8402,01/01/2014,03/31/2014,02/19/2014,Ald. Michelle A Harris,$500.00,22983,John,George,01/26/2015
8398,01/01/2014,03/31/2014,03/06/2014,Ald. Bob Fioretti,$500.00,22983,John,George,01/26/2015
8408,04/01/2014,06/30/2014,06/09/2014,19th Ward Democratic Organization,$250.00,22983,John,George,01/26/2015
8405,04/01/2014,06/30/2014,04/14/2014,Citizens for Carrie Austin,$500.00,22983,John,George,01/26/2015
8414,07/01/2014,09/30/2014,09/30/2014,Friends of Matt O'Shea,$250.00,22983,John,George,01/26/2015
8409,07/01/2014,09/30/2014,09/26/2014,Friends of Ald. Zalewski,$500.00,22983,John,George,01/26/2015
8551,01/01/2015,03/31/2015,03/30/2015,Citizens for James Cappleman,$250.00,22431,Paul,Rosenfeld,04/01/2015
8550,01/01/2015,03/31/2015,03/27/2015,Citizens for Raymond Lopez,$1000.00,22431,Paul,Rosenfeld,04/01/2015
6614,01/01/2014,03/31/2014,03/14/2014,Ald. Margaret Laurino,$250.00,20064,John,Dunn,07/16/2014
6613,01/01/2014,03/31/2014,01/17/2014,Ald. Ed Burke,$500.00,20064,John,Dunn,07/16/2014
6827,01/01/2014,03/31/2014,03/12/2014,Alderman Michelle A. Harris,$500.00,20244,MICHAEL,KASPER,07/24/2014
6826,01/01/2014,03/31/2014,03/12/2014,Alderman Danny Solis,$500.00,20244,MICHAEL,KASPER,07/24/2014
6821,01/01/2014,03/31/2014,02/13/2014,Alderman James Cappleman,$250.00,20244,MICHAEL,KASPER,07/24/2014
6866,04/01/2014,06/30/2014,06/04/2014,Alderman Ameya Pawar,$300.00,20249,COURTNEY,NOTTAGE,07/24/2014
6875,01/01/2014,03/31/2014,02/13/2014,Alderman James Cappleman,$250.00,20249,COURTNEY,NOTTAGE,07/24/2014
6874,01/01/2014,03/31/2014,02/13/2014,Alderman Patrick J. O'Connor,$500.00,20249,COURTNEY,NOTTAGE,07/24/2014
6873,01/01/2014,03/31/2014,02/13/2014,Alderman Margaret Laurino,$250.00,20249,COURTNEY,NOTTAGE,07/24/2014
7779,01/01/2014,03/31/2014,03/12/2014,Alderman Michelle A. Harris,$500.00,21563,David,Dring,10/27/2014
7789,07/01/2014,09/30/2014,07/17/2014,Alderman Leslie Hairston,$300.00,21563,David,Dring,10/27/2014
7787,07/01/2014,09/30/2014,09/22/2014,Alderman Deb Mell,$300.00,21563,David,Dring,10/27/2014
8317,10/01/2014,12/31/2014,10/21/2014,Alderman Ameya Pewar,$250.00,17209,Michael,Laube,01/19/2015
8757,01/01/2015,03/31/2015,02/05/2015,CITIZENS FOR POPE,$750.00,22378,John,Doerrer,04/10/2015
8742,01/01/2015,03/31/2015,01/27/2015,CITIZENS FOR MITTS,$1500.00,22378,John,Doerrer,04/10/2015
8831,01/01/2015,03/31/2015,03/31/2015,Citizens to Re-Elect John Pope (Ald) (General Campaign Contribution),$500.00,22952,Arnold,Harris,04/14/2015
8830,01/01/2015,03/31/2015,03/31/2015,Committee to Elect Howard B Brookins Jr (Ald) (General Campaign Contribution),$500.00,22952,Arnold,Harris,04/14/2015
8829,01/01/2015,03/31/2015,03/31/2015,Hopkins for Chicago (Ald) (General Campaign Contribution),$500.00,22952,Arnold,Harris,04/14/2015
130,01/01/2012,06/30/2012,05/12/2012,Citizens for O'Connor,$100.00,7096,Terrance,Diamond,08/09/2012
148,01/01/2012,06/30/2012,03/14/2012,Friends of Alderman Reilly,$1000.00,6922,Robert,Gamrath,08/10/2012
183,01/01/2012,06/30/2012,03/28/2012,Friends of JoAnne Thompson,$1250.00,5858,Thomas,Livingston,08/14/2012
186,01/01/2012,06/30/2012,04/07/2012,Citizens for Patrick O'Connor,$100.00,6039,Michael,Lufrano,08/14/2012
143,01/01/2012,06/30/2012,06/10/2012,43rd Ward Democrats,$500.00,5762,William,Griffin,08/10/2012
202,01/01/2012,06/30/2012,06/05/2012,25th Ward Regular Democratic Party,$125.00,5973,Stewart,Mills,08/14/2012
264,01/01/2012,06/30/2012,03/19/2012,Alderman Ricardo Munoz,$450.00,6101,Lawrence,Suffredin,08/21/2012
281,01/01/2012,06/30/2012,02/23/2012,5th Ward Democratic Organization,$1000.00,7063,Yafawn,Smith,08/22/2012
305,01/01/2012,06/30/2012,05/01/2012,Will Burns,$250.00,6089,Mary,Richardson-Lowry,08/22/2012
446,01/01/2012,06/30/2012,06/05/2012,Alderman Tom Tunney,$250.00,8301,MICHAEL,KASPER,08/28/2012
445,01/01/2012,06/30/2012,06/05/2012,Alderman Richard Munoz,$250.00,8301,MICHAEL,KASPER,08/28/2012
444,01/01/2012,06/30/2012,06/05/2012,Alderman Patrick O'Connor,$500.00,8301,MICHAEL,KASPER,08/28/2012
307,01/01/2012,06/30/2012,06/20/2012,Alderman Brendan Reilly,$100.00,7107,Jeff,Riley,08/22/2012
298,01/01/2012,06/30/2012,02/21/2012,Citizens for Cappleman,$500.00,6063,Judith,Roettig,08/22/2012
362,01/01/2012,06/30/2012,04/12/2012,Citizens for Patrick O'Connor,$100.00,6034,Joseph,Pilewski,08/24/2012
426,01/01/2012,06/30/2012,05/09/2012,Friends of Leslie A Hairston,$150.00,8321,Joseph,Gattuso,08/28/2012
547,01/01/2012,06/30/2012,04/06/2012,Burnham Committee,$1500.00,8750,John,Dunn,08/30/2012
621,01/01/2012,06/30/2012,05/12/2012,Citizens for O'Connor,$100.00,8885,Terrance,Diamond,09/06/2012
722,01/01/2012,06/30/2012,06/27/2012,Friends of Proco Joe Moreno,$500.00,9143,Joseph,Gattuso,09/25/2012
569,01/01/2012,06/30/2012,06/21/2012,Friends of Proco Joe Moreno,$500.00,8800,John,"Kelly, Jr.",09/04/2012
519,01/01/2012,06/30/2012,04/04/2012,Friends of George Cardenas,$500.00,5891,Elizabeth,Lively,08/29/2012
508,01/01/2012,06/30/2012,02/14/2012,Citizens for Ervin,$150.00,5891,Elizabeth,Lively,08/29/2012
503,01/01/2012,06/30/2012,01/17/2012,Citizens for Patrick J O'Connor,$250.00,5891,Elizabeth,Lively,08/29/2012
565,01/01/2012,06/30/2012,06/14/2012,The Burnham Committee,$100.00,8797,Deborah,Faktor,09/04/2012
763,01/01/2012,06/30/2012,02/24/2012,Friends of Matt O'Shea,$1000.00,9247,Thomas,Livingston,09/27/2012
1001,07/01/2012,09/30/2012,08/08/2012,25th Ward Regular Democratic Organization,$100.00,5845,Steven,Friedland,10/12/2012
823,01/01/2012,06/30/2012,05/30/2012,Friends of Will Burns,$150.00,9382,Michael,Lufrano,10/03/2012
1067,07/01/2012,09/30/2012,08/15/2012,Citizens to Elect Anthony Beale,$1500.00,8796,Michael,Sutton,10/15/2012
1325,07/01/2012,09/30/2012,08/14/2012,"Friends of Walter Burnett, Jr.",$150.00,9948,Graham,Grady,11/08/2012
982,07/01/2012,09/30/2012,08/06/2012,Citizens for John Arena,$150.00,9324,Joseph,Gattuso,10/11/2012
1055,07/01/2012,09/30/2012,08/17/2012,Friends of Ray Suarez,$125.00,5891,Elizabeth,Lively,10/15/2012
1053,07/01/2012,09/30/2012,08/17/2012,Citizens for Maldonado,$500.00,5891,Elizabeth,Lively,10/15/2012
1052,07/01/2012,09/30/2012,08/10/2012,Friends of Walter Burnett,$150.00,5891,Elizabeth,Lively,10/15/2012
1168,07/01/2012,09/30/2012,10/19/2012,Commissioner Jesus Garcia,$50.00,8961,Brendan,Shiller,10/21/2012
1301,01/01/2012,06/30/2012,06/28/2012,Alderman Tim Cullerton,$250.00,9922,William,Smith,11/05/2012
1382,10/01/2012,12/31/2012,10/05/2012,23 Ward Regular Democratic Organization,$250.00,6114,Marina,Faz-Huppert,11/21/2012
1183,07/01/2012,09/30/2012,08/14/2012,"Friends of Walter Burnett, Jr.",$150.00,9762,Graham,Grady,10/22/2012
1152,07/01/2012,09/30/2012,07/17/2012,Friends for Carrie Austin,$500.00,7061,Betsy,Sales,10/19/2012
1185,01/01/2012,06/30/2012,01/27/2012,Citizens for Debra Silverstein,$500.00,9763,Thomas,Murphy,10/22/2012
1187,07/01/2012,09/30/2012,09/19/2012,14th Ward Democratic Organization,$500.00,7165,Jeanette,Sublett,10/22/2012
1561,10/01/2012,12/31/2012,12/31/2012,None,$0.00,9195,Thomas,Chapman,01/02/2013
1604,10/01/2012,12/31/2012,12/04/2012,Friends of Edward Burke,$150.00,9948,Graham,Grady,01/07/2013
1661,10/01/2012,12/31/2012,12/10/2012,Debra Silverstein,$250.00,10281,MICHAEL,KASPER,01/09/2013
1951,10/01/2012,12/31/2012,11/01/2012,Friends of Edward M. Burke,$1000.00,9651,Douglas,McFarlan,01/18/2013
1506,01/01/2012,06/30/2012,02/07/2012,Alderman Richard Mell,$300.00,10281,MICHAEL,KASPER,12/21/2012
1508,07/01/2012,09/30/2012,09/13/2012,"Alderman Walter Burnett, Jr.",$300.00,10281,MICHAEL,KASPER,12/21/2012
1507,07/01/2012,09/30/2012,09/13/2012,Alderman James Cappleman,$250.00,10281,MICHAEL,KASPER,12/21/2012
